line_id,document_no,doc_type,original_document_no,date_key,month_key,rep_key,team_key,customer_key,product_key,country_code,currency,fx_rate,quantity,unit_list_price_usd,discount_pct,gross_amount_usd,discount_amount_usd,net_amount_usd,cost_amount_usd,gross_margin_usd,commission_weight,days_since_original,is_month_end_window,net_amount_local
L0031073,CN-2025-00187,CN,INV-2024-006681,20250302,202503,65,7,813,12,AE,AED,3.6725,-1,4800.0,0.1784,-4800.0,-856.32,-3943.68,-2160.0,-1783.68,1.25,72.0,0,-14483.16
L0016753,INV-2025-008094,INV,,20250303,202503,23,2,298,8,EG,EGP,48.9489,3,1500.0,0.1032,4500.0,464.4,4035.6,3150.0,885.6,1.0,,0,197538.18
L0017150,INV-2025-008289,INV,,20250303,202503,45,4,439,6,SA,USD,1.0,4,7500.0,0.1064,30000.0,3192.0,26808.0,11400.0,15408.0,1.0,,0,26808.0
L0017229,INV-2025-008328,INV,,20250303,202503,48,5,529,1,SA,SAR,3.75,1,2400.0,0.006,2400.0,14.4,2385.6,1320.0,1065.6,1.0,,0,8946.0
L0017230,INV-2025-008328,INV,,20250303,202503,48,5,529,7,SA,SAR,3.75,2,1200.0,0.0002,2400.0,0.48,2399.52,720.0,1679.52,1.0,,0,8998.2
L0017296,INV-2025-008364,INV,,20250303,202503,51,5,501,10,SA,SAR,3.75,1,3000.0,0.0471,3000.0,141.3,2858.7,900.0,1958.7,1.25,,0,10720.12
L0017305,INV-2025-008370,INV,,20250303,202503,51,5,477,7,SA,SAR,3.75,1,1200.0,0.0601,1200.0,72.12,1127.88,360.0,767.88,1.0,,0,4229.55
L0017306,INV-2025-008370,INV,,20250303,202503,51,5,477,1,SA,SAR,3.75,1,2400.0,0.0615,2400.0,147.6,2252.4,1320.0,932.4,1.0,,0,8446.5
L0017307,INV-2025-008370,INV,,20250303,202503,51,5,477,17,SA,SAR,3.75,1,450.0,0.0446,450.0,20.07,429.93,337.5,92.43,1.0,,0,1612.24
L0017476,INV-2025-008458,INV,,20250303,202503,59,6,720,4,AE,AED,3.6725,1,9000.0,0.1584,9000.0,1425.6,7574.4,4950.0,2624.4,1.0,,0,27816.98
L0017477,INV-2025-008458,INV,,20250303,202503,59,6,720,12,AE,AED,3.6725,1,4800.0,0.132,4800.0,633.6,4166.4,2160.0,2006.4,1.25,,0,15301.1
L0017559,INV-2025-008490,INV,,20250303,202503,69,7,790,11,AE,AED,3.6725,1,18000.0,0.1764,18000.0,3175.2,14824.8,7200.0,7624.8,1.25,,0,54444.08
L0017575,INV-2025-008498,INV,,20250303,202503,71,7,800,7,AE,AED,3.6725,9,1200.0,0.1737,10800.0,1875.96,8924.04,3240.0,5684.04,1.0,,0,32773.54
L0031080,CN-2025-00191,CN,INV-2024-006749,20250303,202503,81,7,803,17,AE,AED,3.6725,-2,450.0,0.1887,-900.0,-169.83,-730.17,-675.0,-55.17,1.0,62.0,0,-2681.54
L0031081,CN-2025-00191,CN,INV-2024-006749,20250303,202503,81,7,803,17,AE,AED,3.6725,-11,450.0,0.2027,-4949.99,-1003.37,-3946.62,-3712.5,-234.12,1.0,62.0,0,-14493.97
L0031082,CN-2025-00191,CN,INV-2024-006749,20250303,202503,81,7,803,15,AE,AED,3.6725,-2,1100.0,0.1649,-2200.0,-362.78,-1837.22,-1716.0,-121.22,1.0,62.0,0,-6747.19
L0031083,CN-2025-00191,CN,INV-2024-006749,20250303,202503,81,7,803,18,AE,AED,3.6725,-4,800.0,0.1814,-3200.0,-580.48,-2619.52,-1760.0,-859.52,1.0,62.0,0,-9620.19
L0031099,CN-2025-00203,CN,INV-2025-007323,20250303,202503,71,7,791,10,AE,AED,3.6725,-1,3000.0,0.1512,-3000.0,-453.6,-2546.4,-900.0,-1646.4,1.25,40.0,0,-9351.65
L0016672,INV-2025-008049,INV,,20250304,202503,16,1,36,14,EG,EGP,48.9489,1,9600.0,0.0925,9600.0,888.0,8712.0,4800.0,3912.0,1.25,,0,426442.82
L0016673,INV-2025-008049,INV,,20250304,202503,16,1,36,10,EG,EGP,48.9489,1,3000.0,0.0978,3000.0,293.4,2706.6,900.0,1806.6,1.25,,0,132485.09
L0016701,INV-2025-008063,INV,,20250304,202503,18,2,118,17,EG,EGP,48.9489,3,450.0,0.0184,1350.0,24.84,1325.16,1012.5,312.66,1.0,,0,64865.11
L0016836,INV-2025-008143,INV,,20250304,202503,27,2,135,7,EG,EGP,48.9489,3,1200.0,0.0095,3600.0,34.2,3565.8,1080.0,2485.8,1.0,,0,174541.99
L0017072,INV-2025-008258,INV,,20250304,202503,40,4,377,12,SA,SAR,3.75,4,4800.0,0.0918,19200.0,1762.56,17437.44,8640.0,8797.44,1.25,,0,65390.4
L0017073,INV-2025-008258,INV,,20250304,202503,40,4,377,3,SA,SAR,3.75,2,3600.0,0.0887,7200.0,638.64,6561.36,3240.0,3321.36,1.0,,0,24605.1
L0017074,INV-2025-008258,INV,,20250304,202503,40,4,377,13,SA,SAR,3.75,1,12000.0,0.1014,12000.0,1216.8,10783.2,5040.0,5743.2,1.25,,0,40437.0
L0017147,INV-2025-008288,INV,,20250304,202503,43,4,376,20,SA,SAR,3.75,2,1500.0,0.1287,3000.0,386.1,2613.9,1500.0,1113.9,1.0,,0,9802.12
L0017148,INV-2025-008288,INV,,20250304,202503,43,4,376,10,SA,SAR,3.75,1,3000.0,0.1138,3000.0,341.4,2658.6,900.0,1758.6,1.25,,0,9969.75
L0017149,INV-2025-008288,INV,,20250304,202503,43,4,376,3,SA,SAR,3.75,1,3600.0,0.0638,3600.0,229.68,3370.32,1620.0,1750.32,1.0,,0,12638.7
L0017157,INV-2025-008292,INV,,20250304,202503,78,4,386,12,SA,SAR,3.75,1,4800.0,0.1345,4800.0,645.6,4154.4,2160.0,1994.4,1.25,,0,15579.0
L0017158,INV-2025-008292,INV,,20250304,202503,78,4,386,10,SA,SAR,3.75,3,3000.0,0.1206,9000.0,1085.4,7914.6,2700.0,5214.6,1.25,,0,29679.75
L0017159,INV-2025-008292,INV,,20250304,202503,78,4,386,8,SA,SAR,3.75,6,1500.0,0.1322,9000.0,1189.8,7810.2,6300.0,1510.2,1.0,,0,29288.25
L0017191,INV-2025-008306,INV,,20250304,202503,46,5,670,10,SA,SAR,3.75,2,3000.0,0.105,6000.0,630.0,5370.0,1800.0,3570.0,1.25,,0,20137.5
L0017192,INV-2025-008306,INV,,20250304,202503,46,5,670,12,SA,SAR,3.75,1,4800.0,0.0418,4800.0,200.64,4599.36,2160.0,2439.36,1.25,,0,17247.6
L0017206,INV-2025-008316,INV,,20250304,202503,46,5,469,1,SA,SAR,3.75,1,2400.0,0.0662,2400.0,158.88,2241.12,1320.0,921.12,1.0,,0,8404.2
L0017207,INV-2025-008316,INV,,20250304,202503,46,5,469,1,SA,SAR,3.75,1,2400.0,0.0786,2400.0,188.64,2211.36,1320.0,891.36,1.0,,0,8292.6
L0017226,INV-2025-008326,INV,,20250304,202503,47,5,650,7,SA,SAR,3.75,1,1200.0,0.0978,1200.0,117.36,1082.64,360.0,722.64,1.0,,0,4059.9
L0017227,INV-2025-008326,INV,,20250304,202503,47,5,650,5,SA,SAR,3.75,2,1800.0,0.0721,3600.0,259.56,3340.44,1440.0,1900.44,1.0,,0,12526.65
L0017298,INV-2025-008366,INV,,20250304,202503,51,5,527,7,SA,SAR,3.75,3,1200.0,0.0877,3600.0,315.72,3284.28,1080.0,2204.28,1.0,,0,12316.05
L0017299,INV-2025-008366,INV,,20250304,202503,51,5,527,7,SA,SAR,3.75,1,1200.0,0.0673,1200.0,80.76,1119.24,360.0,759.24,1.0,,0,4197.15
L0017509,INV-2025-008470,INV,,20250304,202503,64,6,766,2,AE,AED,3.6725,1,14000.0,0.088,14000.0,1232.0,12768.0,7000.0,5768.0,1.0,,0,46890.48
L0017510,INV-2025-008470,INV,,20250304,202503,64,6,766,12,AE,AED,3.6725,1,4800.0,0.1094,4800.0,525.12,4274.88,2160.0,2114.88,1.25,,0,15699.5
L0017511,INV-2025-008471,INV,,20250304,202503,64,6,728,1,AE,AED,3.6725,1,2400.0,0.1027,2400.0,246.48,2153.52,1320.0,833.52,1.0,,0,7908.8
L0017513,INV-2025-008471,INV,,20250304,202503,64,6,728,15,AE,AED,3.6725,7,1100.0,0.1319,7700.0,1015.63,6684.37,6006.0,678.37,1.0,,0,24548.35
L0017514,INV-2025-008471,INV,,20250304,202503,64,6,728,1,AE,AED,3.6725,1,2400.0,0.1077,2400.0,258.48,2141.52,1320.0,821.52,1.0,,0,7864.73
L0017605,INV-2025-008512,INV,,20250304,202503,57,7,804,6,AE,AED,3.6725,1,7500.0,0.167,7500.0,1252.5,6247.5,2850.0,3397.5,1.0,,0,22943.94
L0017606,INV-2025-008512,INV,,20250304,202503,57,7,804,7,AE,AED,3.6725,1,1200.0,0.1728,1200.0,207.36,992.64,360.0,632.64,1.0,,0,3645.47
L0017620,INV-2025-008518,INV,,20250304,202503,73,8,882,17,OM,OMR,0.3845,1,449.99,0.0297,449.99,13.37,436.62,337.5,99.12,1.0,,0,167.88
L0017621,INV-2025-008518,INV,,20250304,202503,73,8,882,20,OM,OMR,0.3845,2,1500.0,0.0092,3000.0,27.59,2972.41,1500.0,1472.41,1.0,,0,1142.89
L0017622,INV-2025-008518,INV,,20250304,202503,73,8,882,7,OM,OMR,0.3845,1,1200.0,0.026,1200.0,31.21,1168.79,360.0,808.79,1.0,,0,449.4
L0017704,INV-2025-008570,INV,,20250304,202503,92,8,960,7,OM,OMR,0.3845,1,1200.0,0.0547,1200.0,65.64,1134.36,360.0,774.36,1.0,,0,436.16
L0017705,INV-2025-008570,INV,,20250304,202503,92,8,960,10,OM,OMR,0.3845,1,3000.0,0.1056,3000.0,316.8,2683.2,900.0,1783.2,1.25,,0,1031.69
L0016660,INV-2025-008044,INV,,20250305,202503,15,1,30,2,EG,EGP,48.9489,1,14000.0,0.1134,14000.0,1587.6,12412.4,7000.0,5412.4,1.0,,0,607573.33
L0016674,INV-2025-008050,INV,,20250305,202503,16,1,39,12,EG,EGP,48.9489,5,4800.0,0.0987,24000.0,2368.8,21631.2,10800.0,10831.2,1.25,,0,1058823.45
L0016735,INV-2025-008083,INV,,20250305,202503,19,2,254,7,EG,EGP,48.9489,3,1200.0,0.0643,3600.0,231.48,3368.52,1080.0,2288.52,1.0,,0,164885.35
L0016772,INV-2025-008107,INV,,20250305,202503,25,2,204,10,EG,EGP,48.9489,1,3000.0,0.0467,3000.0,140.1,2859.9,900.0,1959.9,1.25,,0,139988.96
L0016976,INV-2025-008222,INV,,20250305,202503,32,3,363,17,EG,EGP,48.9489,4,450.0,0.2419,1800.0,435.42,1364.58,1350.0,14.58,1.0,,0,66794.67
L0016977,INV-2025-008222,INV,,20250305,202503,32,3,363,7,EG,EGP,48.9489,1,1200.0,0.2046,1200.0,245.52,954.48,360.0,594.48,1.0,,0,46720.75
L0016978,INV-2025-008222,INV,,20250305,202503,32,3,363,15,EG,EGP,48.9489,1,1100.0,0.2296,1100.0,252.56,847.44,858.0,-10.56,1.0,,0,41481.26
L0017375,INV-2025-008411,INV,,20250305,202503,54,5,479,17,SA,SAR,3.75,7,450.0,0.0542,3150.0,170.73,2979.27,2362.5,616.77,1.0,,0,11172.26
L0017410,INV-2025-008432,INV,,20250305,202503,84,5,488,5,SA,SAR,3.75,3,1800.0,0.0654,5400.0,353.16,5046.84,2160.0,2886.84,1.0,,0,18925.65
L0017636,INV-2025-008527,INV,,20250305,202503,74,8,838,10,OM,OMR,0.3845,1,3000.0,0.0505,3000.0,151.5,2848.5,900.0,1948.5,1.25,,0,1095.25
L0017637,INV-2025-008527,INV,,20250305,202503,74,8,838,19,OM,OMR,0.3845,1,5500.0,0.0054,5500.0,29.7,5470.3,2475.0,2995.3,1.0,,0,2103.33
L0016573,INV-2025-008011,INV,,20250306,202503,10,1,19,7,EG,EGP,48.9489,1,1200.0,0.1459,1200.0,175.08,1024.92,360.0,664.92,1.0,,0,50168.71
L0016574,INV-2025-008011,INV,,20250306,202503,10,1,19,1,EG,EGP,48.9489,1,2400.0,0.1128,2400.0,270.72,2129.28,1320.0,809.28,1.0,,0,104225.91
L0016575,INV-2025-008011,INV,,20250306,202503,10,1,19,20,EG,EGP,48.9489,7,1500.0,0.1101,10500.0,1156.05,9343.95,5250.0,4093.95,1.0,,0,457376.07
L0016576,INV-2025-008011,INV,,20250306,202503,10,1,19,3,EG,EGP,48.9489,1,3600.0,0.1495,3600.0,538.2,3061.8,1620.0,1441.8,1.0,,0,149871.74
L0016577,INV-2025-008011,INV,,20250306,202503,10,1,19,7,EG,EGP,48.9489,1,1200.0,0.1313,1200.0,157.56,1042.44,360.0,682.44,1.0,,0,51026.29
L0016675,INV-2025-008051,INV,,20250306,202503,17,1,33,12,EG,EGP,48.9489,1,4800.0,0.0674,4800.0,323.52,4476.48,2160.0,2316.48,1.25,,0,219118.77
L0016676,INV-2025-008051,INV,,20250306,202503,17,1,33,12,EG,EGP,48.9489,1,4800.0,0.1125,4800.0,540.0,4260.0,2160.0,2100.0,1.25,,0,208522.31
L0016677,INV-2025-008051,INV,,20250306,202503,17,1,33,7,EG,EGP,48.9489,1,1200.0,0.0761,1200.0,91.32,1108.68,360.0,748.68,1.0,,0,54268.67
L0016678,INV-2025-008051,INV,,20250306,202503,17,1,33,10,EG,EGP,48.9489,1,3000.0,0.0991,3000.0,297.3,2702.7,900.0,1802.7,1.25,,0,132294.19
L0016722,INV-2025-008075,INV,,20250306,202503,19,2,219,1,EG,EGP,48.9489,1,2400.0,0.0702,2400.0,168.48,2231.52,1320.0,911.52,1.0,,0,109230.45
L0016800,INV-2025-008124,INV,,20250306,202503,27,2,175,7,EG,EGP,48.9489,1,1200.0,0.0,1200.0,0.0,1200.0,360.0,840.0,1.0,,0,58738.68
L0016801,INV-2025-008124,INV,,20250306,202503,27,2,175,7,EG,EGP,48.9489,1,1200.0,0.0083,1200.0,9.96,1190.04,360.0,830.04,1.0,,0,58251.15
L0016872,INV-2025-008167,INV,,20250306,202503,85,2,264,8,EG,EGP,48.9489,2,1500.0,0.0557,3000.0,167.1,2832.9,2100.0,732.9,1.0,,0,138667.34
L0016906,INV-2025-008186,INV,,20250306,202503,86,2,87,17,EG,EGP,48.9489,2,450.0,0.1057,900.0,95.13,804.87,675.0,129.87,1.0,,0,39397.49
L0016907,INV-2025-008186,INV,,20250306,202503,86,2,87,12,EG,EGP,48.9489,1,4800.0,0.1079,4800.0,517.92,4282.08,2160.0,2122.08,1.25,,0,209603.11
L0016908,INV-2025-008186,INV,,20250306,202503,86,2,87,7,EG,EGP,48.9489,1,1200.0,0.1553,1200.0,186.36,1013.64,360.0,653.64,1.0,,0,49616.56
L0016953,INV-2025-008211,INV,,20250306,202503,31,3,344,3,EG,EGP,48.9489,1,3600.0,0.2027,3600.0,729.72,2870.28,1620.0,1250.28,1.0,,0,140497.05
L0016954,INV-2025-008211,INV,,20250306,202503,31,3,344,5,EG,EGP,48.9489,2,1800.0,0.1951,3600.0,702.36,2897.64,1440.0,1457.64,1.0,,0,141836.29
L0017098,INV-2025-008268,INV,,20250306,202503,41,4,402,12,SA,USD,1.0,2,4800.0,0.02,9600.0,192.0,9408.0,4320.0,5088.0,1.25,,0,9408.0
L0017099,INV-2025-008268,INV,,20250306,202503,41,4,402,1,SA,USD,1.0,1,2400.0,0.0701,2400.0,168.24,2231.76,1320.0,911.76,1.0,,0,2231.76
L0017100,INV-2025-008268,INV,,20250306,202503,41,4,402,9,SA,USD,1.0,2,6000.0,0.0926,12000.0,1111.2,10888.8,4200.0,6688.8,1.25,,0,10888.8
L0017266,INV-2025-008350,INV,,20250306,202503,50,5,609,10,SA,SAR,3.75,1,3000.0,0.0737,3000.0,221.1,2778.9,900.0,1878.9,1.25,,0,10420.88
L0017267,INV-2025-008350,INV,,20250306,202503,50,5,609,17,SA,SAR,3.75,1,450.0,0.085,450.0,38.25,411.75,337.5,74.25,1.0,,0,1544.06
L0017554,INV-2025-008488,INV,,20250306,202503,69,7,795,12,AE,AED,3.6725,1,4800.0,0.2058,4800.0,987.84,3812.16,2160.0,1652.16,1.25,,0,14000.16
L0017555,INV-2025-008488,INV,,20250306,202503,69,7,795,15,AE,AED,3.6725,7,1100.0,0.1867,7700.0,1437.59,6262.41,6006.0,256.41,1.0,,0,22998.7
L0017645,INV-2025-008532,INV,,20250306,202503,75,8,880,1,OM,OMR,0.3845,1,2400.0,0.0602,2400.0,144.47,2255.53,1320.0,935.53,1.0,,0,867.25
L0017646,INV-2025-008532,INV,,20250306,202503,75,8,880,12,OM,OMR,0.3845,1,4800.0,0.1022,4800.0,490.56,4309.44,2160.0,2149.44,1.25,,0,1656.98
L0016581,INV-2025-008013,INV,,20250307,202503,10,1,52,10,EG,EGP,48.9489,3,3000.0,0.1374,9000.0,1236.6,7763.4,2700.0,5063.4,1.25,,0,380009.89
L0016582,INV-2025-008013,INV,,20250307,202503,10,1,52,12,EG,EGP,48.9489,1,4800.0,0.1188,4800.0,570.24,4229.76,2160.0,2069.76,1.25,,0,207042.1
L0016583,INV-2025-008013,INV,,20250307,202503,10,1,52,19,EG,EGP,48.9489,1,5500.0,0.1319,5500.0,725.45,4774.55,2475.0,2299.55,1.0,,0,233708.97
L0016584,INV-2025-008013,INV,,20250307,202503,10,1,52,10,EG,EGP,48.9489,2,3000.0,0.1297,6000.0,778.2,5221.8,1800.0,3421.8,1.25,,0,255601.37
L0016585,INV-2025-008013,INV,,20250307,202503,10,1,52,12,EG,EGP,48.9489,1,4800.0,0.1327,4800.0,636.96,4163.04,2160.0,2003.04,1.25,,0,203776.23
L0016653,INV-2025-008041,INV,,20250307,202503,15,1,3,10,EG,EGP,48.9489,2,3000.0,0.1178,6000.0,706.8,5293.2,1800.0,3493.2,1.25,,0,259096.32
L0016654,INV-2025-008041,INV,,20250307,202503,15,1,3,12,EG,EGP,48.9489,1,4800.0,0.125,4800.0,600.0,4200.0,2160.0,2040.0,1.25,,0,205585.38
L0016655,INV-2025-008041,INV,,20250307,202503,15,1,3,1,EG,EGP,48.9489,2,2400.0,0.1204,4800.0,577.92,4222.08,2640.0,1582.08,1.0,,0,206666.17
L0016762,INV-2025-008100,INV,,20250307,202503,24,2,324,10,EG,EGP,48.9489,1,3000.0,0.0956,3000.0,286.8,2713.2,900.0,1813.2,1.25,,0,132808.16
L0016770,INV-2025-008106,INV,,20250307,202503,25,2,325,1,EG,EGP,48.9489,1,2400.0,0.0363,2400.0,87.12,2312.88,1320.0,992.88,1.0,,0,113212.93
L0016771,INV-2025-008106,INV,,20250307,202503,25,2,325,12,EG,EGP,48.9489,1,4800.0,0.0543,4800.0,260.64,4539.36,2160.0,2379.36,1.25,,0,222196.68
L0016785,INV-2025-008116,INV,,20250307,202503,26,2,265,5,EG,EGP,48.9489,1,1800.0,0.1087,1800.0,195.66,1604.34,720.0,884.34,1.0,,0,78530.68
L0016786,INV-2025-008116,INV,,20250307,202503,26,2,265,7,EG,EGP,48.9489,1,1200.0,0.1054,1200.0,126.48,1073.52,360.0,713.52,1.0,,0,52547.62
L0016787,INV-2025-008116,INV,,20250307,202503,26,2,265,7,EG,EGP,48.9489,1,1200.0,0.1262,1200.0,151.44,1048.56,360.0,688.56,1.0,,0,51325.86
L0017336,INV-2025-008386,INV,,20250307,202503,52,5,457,17,SA,SAR,3.75,11,450.0,0.0348,4950.0,172.26,4777.74,3712.5,1065.24,1.0,,0,17916.53
L0017337,INV-2025-008386,INV,,20250307,202503,52,5,457,7,SA,SAR,3.75,2,1200.0,0.0221,2400.0,53.04,2346.96,720.0,1626.96,1.0,,0,8801.1
L0017338,INV-2025-008387,INV,,20250307,202503,52,5,684,3,SA,SAR,3.75,2,3600.0,0.0455,7200.0,327.6,6872.4,3240.0,3632.4,1.0,,0,25771.5
L0017351,INV-2025-008395,INV,,20250307,202503,52,5,446,7,SA,SAR,3.75,5,1200.0,0.0433,6000.0,259.8,5740.2,1800.0,3940.2,1.0,,0,21525.75
L0017352,INV-2025-008395,INV,,20250307,202503,52,5,446,6,SA,SAR,3.75,1,7500.0,0.0827,7500.0,620.25,6879.75,2850.0,4029.75,1.0,,0,25799.06
L0017365,INV-2025-008404,INV,,20250307,202503,53,5,469,3,SA,SAR,3.75,1,3600.0,0.0847,3600.0,304.92,3295.08,1620.0,1675.08,1.0,,0,12356.55
L0017412,INV-2025-008434,INV,,20250307,202503,84,5,548,15,SA,SAR,3.75,1,1100.0,0.0103,1100.0,11.33,1088.67,858.0,230.67,1.0,,0,4082.51
L0017413,INV-2025-008434,INV,,20250307,202503,84,5,548,1,SA,SAR,3.75,1,2400.0,0.0441,2400.0,105.84,2294.16,1320.0,974.16,1.0,,0,8603.1
L0017671,INV-2025-008548,INV,,20250307,202503,88,8,893,10,OM,OMR,0.3845,2,3000.0,0.076,6000.0,455.99,5544.01,1800.0,3744.01,1.25,,0,2131.67
L0016625,INV-2025-008029,INV,,20250308,202503,12,1,56,5,EG,EGP,48.9489,2,1800.0,0.0739,3600.0,266.04,3333.96,1440.0,1893.96,1.0,,0,163193.67
L0016626,INV-2025-008029,INV,,20250308,202503,12,1,56,10,EG,EGP,48.9489,3,3000.0,0.0672,9000.0,604.8,8395.2,2700.0,5695.2,1.25,,0,410935.81
L0016639,INV-2025-008034,INV,,20250308,202503,14,1,29,18,EG,EGP,48.9489,5,800.0,0.1759,4000.0,703.6,3296.4,2200.0,1096.4,1.0,,0,161355.15
L0016640,INV-2025-008034,INV,,20250308,202503,14,1,29,7,EG,EGP,48.9489,1,1200.0,0.1161,1200.0,139.32,1060.68,360.0,700.68,1.0,,0,51919.12
L0016683,INV-2025-008053,INV,,20250308,202503,17,1,29,1,EG,EGP,48.9489,1,2400.0,0.1229,2400.0,294.96,2105.04,1320.0,785.04,1.0,,0,103039.39
L0016684,INV-2025-008053,INV,,20250308,202503,17,1,29,5,EG,EGP,48.9489,2,1800.0,0.0818,3600.0,294.48,3305.52,1440.0,1865.52,1.0,,0,161801.57
L0016717,INV-2025-008072,INV,,20250308,202503,19,2,93,1,EG,EGP,48.9489,1,2400.0,0.0286,2400.0,68.64,2331.36,1320.0,1011.36,1.0,,0,114117.51
L0016718,INV-2025-008072,INV,,20250308,202503,19,2,93,8,EG,EGP,48.9489,1,1500.0,0.0665,1500.0,99.75,1400.25,1050.0,350.25,1.0,,0,68540.7
L0016719,INV-2025-008072,INV,,20250308,202503,19,2,93,5,EG,EGP,48.9489,1,1800.0,0.0094,1800.0,16.92,1783.08,720.0,1063.08,1.0,,0,87279.8
L0016725,INV-2025-008077,INV,,20250308,202503,19,2,272,16,EG,EGP,48.9489,1,2200.0,0.0433,2200.0,95.26,2104.74,1760.0,344.74,1.0,,0,103024.71
L0016817,INV-2025-008134,INV,,20250308,202503,27,2,217,7,EG,EGP,48.9489,1,1200.0,0.0231,1200.0,27.72,1172.28,360.0,812.28,1.0,,0,57381.82
L0016818,INV-2025-008134,INV,,20250308,202503,27,2,217,10,EG,EGP,48.9489,1,3000.0,0.0143,3000.0,42.9,2957.1,900.0,2057.1,1.25,,0,144746.79
L0016826,INV-2025-008138,INV,,20250308,202503,27,2,84,1,EG,EGP,48.9489,1,2400.0,0.0253,2400.0,60.72,2339.28,1320.0,1019.28,1.0,,0,114505.18
L0016827,INV-2025-008138,INV,,20250308,202503,27,2,84,18,EG,EGP,48.9489,1,800.0,0.0041,800.0,3.28,796.72,440.0,356.72,1.0,,0,38998.57
L0016828,INV-2025-008138,INV,,20250308,202503,27,2,84,17,EG,EGP,48.9489,2,450.0,0.0026,900.0,2.34,897.66,675.0,222.66,1.0,,0,43939.46
L0016871,INV-2025-008166,INV,,20250308,202503,85,2,110,10,EG,EGP,48.9489,1,3000.0,0.0429,3000.0,128.7,2871.3,900.0,1971.3,1.25,,0,140546.98
L0017104,INV-2025-008270,INV,,20250308,202503,42,4,431,9,SA,SAR,3.75,2,6000.0,0.1025,12000.0,1230.0,10770.0,4200.0,6570.0,1.25,,0,40387.5
L0017105,INV-2025-008270,INV,,20250308,202503,42,4,431,11,SA,SAR,3.75,1,18000.0,0.0949,18000.0,1708.2,16291.8,7200.0,9091.8,1.25,,0,61094.25
L0017106,INV-2025-008270,INV,,20250308,202503,42,4,431,1,SA,SAR,3.75,1,2400.0,0.063,2400.0,151.2,2248.8,1320.0,928.8,1.0,,0,8433.0
L0017260,INV-2025-008346,INV,,20250308,202503,50,5,519,8,SA,SAR,3.75,2,1500.0,0.0736,3000.0,220.8,2779.2,2100.0,679.2,1.0,,0,10422.0
L0017261,INV-2025-008346,INV,,20250308,202503,50,5,519,10,SA,SAR,3.75,1,3000.0,0.081,3000.0,243.0,2757.0,900.0,1857.0,1.25,,0,10338.75
L0017331,INV-2025-008382,INV,,20250308,202503,52,5,575,17,SA,SAR,3.75,18,450.0,0.0498,8100.0,403.38,7696.62,6075.0,1621.62,1.0,,0,28862.32
L0017332,INV-2025-008382,INV,,20250308,202503,52,5,575,17,SA,SAR,3.75,1,450.0,0.0365,450.0,16.42,433.58,337.5,96.08,1.0,,0,1625.91
L0017377,INV-2025-008413,INV,,20250308,202503,54,5,521,1,SA,SAR,3.75,1,2400.0,0.035,2400.0,84.0,2316.0,1320.0,996.0,1.0,,0,8685.0
L0017378,INV-2025-008413,INV,,20250308,202503,54,5,521,15,SA,SAR,3.75,3,1100.0,0.0296,3300.0,97.68,3202.32,2574.0,628.32,1.0,,0,12008.7
L0017542,INV-2025-008482,INV,,20250308,202503,68,7,802,9,AE,AED,3.6725,2,6000.0,0.1921,12000.0,2305.2,9694.8,4200.0,5494.8,1.25,,0,35604.15
L0017543,INV-2025-008482,INV,,20250308,202503,68,7,802,17,AE,AED,3.6725,5,450.0,0.1995,2249.99,448.87,1801.12,1687.5,113.62,1.0,,0,6614.61
L0017663,INV-2025-008543,INV,,20250308,202503,82,8,955,7,OM,OMR,0.3845,1,1200.0,0.0448,1200.0,53.76,1146.24,360.0,786.24,1.0,,0,440.73
L0017664,INV-2025-008543,INV,,20250308,202503,82,8,955,1,OM,OMR,0.3845,1,2400.0,0.0369,2400.0,88.56,2311.44,1320.0,991.44,1.0,,0,888.75
L0017682,INV-2025-008556,INV,,20250308,202503,89,8,867,17,OM,OMR,0.3845,8,449.99,0.0145,3599.9,52.2,3547.7,2700.0,847.7,1.0,,0,1364.09
L0017683,INV-2025-008556,INV,,20250308,202503,89,8,867,15,OM,OMR,0.3845,4,1100.0,0.0497,4400.0,218.67,4181.33,3432.0,749.33,1.0,,0,1607.72
L0017695,INV-2025-008565,INV,,20250308,202503,89,8,963,3,OM,OMR,0.3845,1,3600.0,0.0181,3600.0,65.15,3534.85,1620.0,1914.85,1.0,,0,1359.15
L0017696,INV-2025-008565,INV,,20250308,202503,89,8,963,17,OM,OMR,0.3845,2,449.99,0.069,899.97,62.1,837.87,675.0,162.87,1.0,,0,322.16
L0030980,CN-2025-00138,CN,INV-2024-005640,20250308,202503,31,3,343,15,EG,EGP,48.9489,-1,1100.0,0.1864,-1100.0,-205.04,-894.96,-858.0,-36.96,1.0,121.0,0,-43807.31
L0030981,CN-2025-00138,CN,INV-2024-005640,20250308,202503,31,3,343,10,EG,EGP,48.9489,-1,3000.0,0.1738,-3000.0,-521.4,-2478.6,-900.0,-1578.6,1.25,121.0,0,-121324.74
L0031035,CN-2025-00164,CN,INV-2024-006168,20250308,202503,19,2,213,5,EG,EGP,48.9489,-1,1800.0,0.017,-1800.0,-30.6,-1769.4,-720.0,-1049.4,1.0,72.0,0,-86610.18
L0031036,CN-2025-00164,CN,INV-2024-006168,20250308,202503,19,2,213,5,EG,EGP,48.9489,-1,1800.0,0.0551,-1800.0,-99.18,-1700.82,-720.0,-980.82,1.0,72.0,0,-83253.27
