line_id,document_no,doc_type,original_document_no,document_date,rep_code,customer_code,country,sku,quantity,unit_list_price_local,discount_pct,net_amount_local,currency,exported_at
L0019838,INV-2025-009633,INV,,2025-05-06,REP-044,CUST-00631,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0525,8527.5,SAR,2026-01-05 06:00:00
L0025137,INV-2025-012178,INV,,2025-09-21,REP-042,CUST-00612,Saudi Arabia,DV-AP,3.0,1687.5,0.0359,4880.76,SAR,2026-01-05 06:00:00
L0002609,INV-2024-001274,INV,,2024-03-23,REP-025,CUST-00352,Egypt,CY-EDR,1.0,142239.9,0.2001,113777.7,EGP,2026-01-05 06:00:00
L0021785,INV-2025-010579,INV,,2025-06-21,REP-065,CUST-00896,Oman,CN-FIB-100,1.0,922.8,0.0,922.8,OMR,2026-01-05 06:00:00
L0020753,INV-2025-010077,INV,,2025-06-30,REP-018,CUST-00278,Egypt,DV-AP,3.0,22548.2,0.1591,56882.34,EGP,2026-01-05 06:00:00
L0000669,INV-2024-000324,INV,,2024-01-27,REP-050,CUST-00708,UAE,CL-IAAS-S,1.0,6610.5,0.0762,6106.78,AED,2026-01-05 06:00:00
L0009300,INV-2024-004524,INV,,2024-09-05,REP-024,CUST-00374,Egypt,DV-RTR,1.0,53060.59,0.2115,41838.28,EGP,2026-01-05 06:00:00
L0030382,INV-2025-014714,INV,,2025-12-05,REP-071,CUST-00807,UAE,CL-BKP,1.0,4407.0,0.2092,3485.06,AED,2026-01-05 06:00:00
L0020930,INV-2025-010176,INV,,2025-06-30,REP-023,CUST-00334,Egypt,DV-SW48,6.0,110235.62,0.1943,532901.03,EGP,2026-01-05 06:00:00
L0028821,INV-2025-013971,INV,,2025-11-02,REP-080,CUST-00848,Oman,DV-RTR,2.0,422.95,0.0544,799.88,OMR,2026-01-05 06:00:00
L0028801,INV-2025-013959,INV,,2025-11-26,REP-080,CUST-00868,Oman,CL-BKP,1.0,461.4,0.0833,422.97,OMR,2026-01-05 06:00:00
L0010102,INV-2024-004902,INV,,2024-10-31,REP-003,CUST-00056,Egypt,CY-EDR,1.0,145989.0,0.1017,131141.92,EGP,2026-01-05 06:00:00
L0002768,INV-2024-001345,INV,,2024-03-11,REP-039,CUST-00539,Saudi Arabia,CL-BKP,1.0,4500.0,0.074,4167.0,SAR,2026-01-05 06:00:00
L0024213,INV-2025-011754,INV,,2025-08-10,REP-080,CUST-00892,Oman,CL-PROD,2.0,576.75,0.0491,1096.86,OMR,2026-01-05 06:00:00
L0023260,INV-2025-011293,INV,,2025-08-30,REP-009,CUST-00055,Egypt,PS-TRN,1.0,74794.95,0.1005,67278.06,EGP,2026-01-05 06:00:00
L0001590,INV-2024-000774,INV,,2024-02-14,REP-039,CUST-00647,Saudi Arabia,DV-AP,3.0,1687.5,0.095,4581.56,SAR,2026-01-05 06:00:00
L0005277,INV-2024-002604,INV,,2024-05-11,REP-056,CUST-00756,UAE,CN-FIB-100,1.0,8814.0,0.1043,7894.7,AED,2026-01-05 06:00:00
L0015589,INV-2025-007517,INV,,2025-02-25,REP-016,CUST-00307,Egypt,CN-FIB-100,1.0,117870.48,0.1044,105564.8,EGP,2026-01-05 06:00:00
L0024371,INV-2025-011821,INV,,2025-09-01,REP-008,CUST-00050,egypt,CL-BKP,1.0,60073.92,0.1114,53381.69,EGP,2026-01-05 06:00:00
L0030744,CN-2024-00004,CN,INV-2024-000232,2024-04-03,REP-038,CUST-00516,Saudi Arabia,CL-IAAS-S,-1.0,6750.0,0.0728,-6258.6,SAR,2026-01-05 06:00:00
L0029143,INV-2025-014135,INV,,2025-12-12,REP-016,CUST-00118,Egypt,CL-PROD,2.0,75680.55,0.1364,130715.45,EGP,2026-01-05 06:00:00
L0015160,INV-2025-007295,INV,,2025-01-06,REP-057,CUST-00800,UAE,CN-FIB-100,1.0,8814.0,0.1494,7497.19,AED,2026-01-05 06:00:00
L0028253,INV-2025-013705,INV,,2025-11-16,REP-046,CUST-00546,Saudi Arabia,CN-FIB-100,2.0,9000.0,0.0607,16907.4,SAR,2026-01-05 06:00:00
L0009426,INV-2024-004580,INV,,2024-09-30,REP-032,CUST-00429,Saudi Arabia,MS-HELP,1.0,18000.0,0.1387,15503.4,SAR,2026-01-05 06:00:00
L0008691,INV-2024-004231,INV,,2024-08-31,REP-059,CUST-00810,UAE,CY-EDR,1.0,11017.5,0.2284,8501.1,AED,2026-01-05 06:00:00
L0001781,INV-2024-000888,INV,,2024-02-22,REP-048,CUST-00762,UAE,CL-BKP,11.0,4407.0,0.2015,38708.88,AED,2026-01-05 06:00:00
L0024135,INV-2025-011712,INV,,2025-08-12,REP-086,CUST-00800,uae,CN-SDWAN,2.0,13221.0,0.1934,21328.12,AED,2026-01-05 06:00:00
L0021437,INV-2025-010425,INV,,2025-06-24,REP-047,CUST-00504,Saudi Arabia,CL-BKP,1.0,4500.0,0.0734,4169.7,SAR,2026-01-05 06:00:00
L0005187,INV-2024-002571,INV,,2024-05-01,REP-049,CUST-00748,UAE, ms-help,1.0,17628.0,0.1185,15539.08,AED,2026-01-05 06:00:00
L0010226,INV-2024-004947,INV,,2024-10-31,REP-007,CUST-00040,Egypt,CN-MPLS,1.0,437967.0,0.134,379279.42,EGP,2026-01-05 06:00:00
L0012847,INV-2024-006170,INV,,2024-12-30,REP-011,CUST-00275,Egypt,DV-AP,2.0,21493.76,0.0598,40416.87,EGP,2026-01-05 06:00:00
L0026323,INV-2025-012775,INV,,2025-10-04,REP-027,CUST-00338,Egypt,PS-IMPL,4.0,39648.48,0.2256,122815.13,EGP,2026-01-05 06:00:00
L0022990,INV-2025-011159,INV,,2025-07-30,REP-086,CUST-00791,UAE,DV-AP,1.0,1652.62,0.2443,1248.88,AED,2026-01-05 06:00:00
L0000448,INV-2024-000214,INV,,2024-01-29,REP-036,CUST-00385,Saudi Arabia,MS-NOC,2.0,45000.0,0.135,77850.0,SAR,2026-01-05 06:00:00
L0008694,INV-2024-004231,INV,,2024-08-31,REP-059,CUST-00810,UAE,DV-SW48,1.0,8079.5,0.2034,6436.13,AED,2026-01-05 06:00:00
L0008070,INV-2024-003932,INV,,2024-08-29,REP-014,CUST-00270,Egypt,CL-IAAS-S,1.0,86078.88,0.0234,84064.63,EGP,2026-01-05 06:00:00
L0012938,INV-2024-006226,INV,,2024-12-29,REP-017,CUST-00221,Egypt,CL-PROD,1.0,71645.85,0.0447,68443.28,EGP,2026-01-05 06:00:00
L0017151,INV-2025-008290,INV,,2025-03-01,REP-037,CUST-00428,Saudi Arabia,CL-PROD,1.0,5625.0,0.1247,4923.56,SAR,2026-01-05 06:00:00
L0024976,INV-2025-012110,INV,,2025-09-30,REP-034,CUST-00390,Saudi Arabia,CL-BKP,1.0,4500.0,0.1101,4004.55,SAR,2026-01-05 06:00:00
L0024502,INV-2025-011878,INV,,2025-09-30,REP-013,CUST-00135,Egypt,PS-IMPL,2.0,0.0,0.075,0.0,EGP,2026-01-05 06:00:00
L0022510,INV-2025-010942,INV,,2025-07-20,REP-075,CUST-00389,Saudi Arabia,CN-MPLS,1.0,33750.0,0.0867,30823.88,SAR,2026-01-05 06:00:00
L0002634,INV-2024-001289,INV,,2024-03-21,REP-026,CUST-00372,Egypt,DV-SW48,3.0,104309.26,0.1797,256694.66,EGP,2026-01-05 06:00:00
L0023940,INV-2025-011636,INV,,2025-08-30,REP-051,CUST-00755,UAE,CN-SDWAN,5.0,13221.0,0.1804,54179.66,AED,2026-01-05 06:00:00
L0022266,INV-2025-010821,INV,,2025-07-12,REP-020,CUST-00162,Egypt,CN-FIB-100,1.0,118862.4,0.0657,111053.14,EGP,2026-01-05 06:00:00
L0022522,INV-2025-010945,INV,,2025-07-01,REP-085,CUST-00385,Saudi Arabia,CN-FIB-100,3.0,9000.0,0.0954,24424.2,SAR,2026-01-05 06:00:00
L0011338,INV-2024-005475,INV,,2024-11-27,REP-003,CUST-00032,Egypt,CY-EDR,1.0,144939.6,0.1031,129996.33,EGP,2026-01-05 06:00:00
L0007383,INV-2024-003606,INV,,2024-07-27,REP-034,CUST-00444,Saudi Arabia,MS-HELP,1.0,18000.0,0.1082,16052.4,SAR,2026-01-05 06:00:00
L0028979,INV-2025-014046,INV,,2025-12-18,REP-006,CUST-00016,Egypt,CN-FIB-100,1.0,121088.88,0.1603,101678.33,EGP,2026-01-05 06:00:00
L0021339,INV-2025-010371,INV,,2025-06-01,REP-044,CUST-00538,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0521,8531.1,SAR,2026-01-05 06:00:00
L0000958,INV-2024-000454,INV,,2024-02-26,REP-003,CUST-00015,Egypt,CY-EDR,2.0,92700.0,0.1001,166841.46,EGP,2026-01-05 06:00:00
L0013833,INV-2024-006659,INV,,2024-12-30,REP-056,CUST-00713,UAE,CN-SDWAN,1.0,13221.0,0.1019,11873.78,AED,2026-01-05 06:00:00
L0001267,INV-2024-000623,INV,,2024-02-28,REP-019,CUST-00184,Egypt,CL-BKP,1.0,37080.0,0.076,34261.92,EGP,2026-01-05 06:00:00
L0017578,INV-2025-008500,INV,,2025-03-31,REP-063,CUST-00806,UAE,DV-SW48,2.0,8079.5,0.1961,12990.22,AED,2026-01-05 06:00:00
L0000833,INV-2024-000395,INV,,2024-01-22,REP-064,CUST-00799,UAE,DV-AP,2.0,1652.62,0.174,2730.13,AED,2026-01-05 06:00:00
L0028303,INV-2025-013734,INV,,2025-11-01,REP-076,CUST-00571,Saudi Arabia,CN-FIB-100,2.0,9000.0,0.0544,17020.8,SAR,2026-01-05 06:00:00
L0006958,INV-2024-003396,INV,,2024-07-15,REP-010,CUST-00325,Egypt,CN-FIB-100,1.0,116274.48,0.042,111390.95,EGP,2026-01-05 06:00:00
L0000790,INV-2024-000372,INV,,2024-01-13,REP-060,CUST-00804,UAE,DV-AP,2.0,1652.62,0.1421,2835.57,AED,2026-01-05 06:00:00
L0025154,INV-2025-012185,INV,,2025-09-21,REP-042,CUST-00685,Saudi Arabia,CY-EDR,1.0,11250.0,0.0857,10285.88,SAR,2026-01-05 06:00:00
L0007167,INV-2024-003516,INV,,2024-07-30,REP-021,CUST-00339,Egypt,CY-EDR,1.0,145343.1,0.2658,106710.9,EGP,2026-01-05 06:00:00
L0008712,INV-2024-004239,INV,,2024-08-06,REP-060,CUST-00788,UAE,CN-FIB-100,1.0,8814.0,0.1927,7115.54,AED,2026-01-05 06:00:00
L0023116,INV-2025-011231,INV,,2025-07-09,REP-081,CUST-00878,Oman,CN-FIB-100,1.0,922.8,0.0308,894.38,OMR,2026-01-05 06:00:00
L0019028,INV-2025-009225,INV,,2025-05-05,REP-004,CUST-00007,Egypt,CN-SDWAN,3.0,179749.8,0.0977,486564.73,EGP,2026-01-05 06:00:00
L0010814,INV-2024-005238,INV,,2024-10-02,REP-045,CUST-00611,Saudi Arabia,CL-BKP,2.0,4500.0,0.0722,8350.2,SAR,2026-01-05 06:00:00
L0006003,INV-2024-002963,INV,,2024-06-03,REP-027,CUST-00337,Egypt,DV-SW48,3.0,105856.74,0.1989,254405.5,EGP,2026-01-05 06:00:00
L0015698,INV-2025-007579,INV,,2025-02-17,REP-001,CUST-00201,Egypt,CY-EDR,1.0,147338.1,0.0601,138483.08,EGP,2026-01-05 06:00:00
L0024460,INV-2025-011855,INV,,2025-09-22,REP-010,CUST-00079,Egypt,MS-HELP,1.0,240295.68,0.0451,229458.34,EGP,2026-01-05 06:00:00
L0007362,INV-2024-003598,INV,,2024-07-22,REP-033,CUST-00405,Saudi Arabia,CL-PROD,11.0,5625.0,0.0671,57723.19,SAR,2026-01-05 06:00:00
L0017156,INV-2025-008291,INV,,2025-03-14,REP-037,CUST-00380,Saudi Arabia,MS-HELP,7.0,18000.0,0.1344,109065.6,SAR,2026-01-05 06:00:00
L0031241,CN-2025-00288,CN,INV-2025-011160,2025-09-08,REP-086,CUST-00803,UAE,CL-BKP,-1.0,4407.0,0.199,-3530.01,AED,2026-01-05 06:00:00
L0010430,INV-2024-005059,INV,,2024-10-27,REP-020,CUST-00238,Egypt,DV-AP,1.0,21898.35,0.0187,21488.85,EGP,2026-01-05 06:00:00
L0014739,INV-2025-007097,INV,,2025-01-05,REP-032,CUST-00414,Saudi Arabia,MS-HELP,4.0,18000.0,0.0584,67795.2,SAR,2026-01-05 06:00:00
L0011230,INV-2024-005421,INV,,2024-10-23,REP-067,CUST-00957,Oman,CL-BKP,4.0,461.4,0.097,1666.58,OMR,2026-01-05 06:00:00
L0028274,INV-2025-013717,INV,,2025-11-29,REP-047,CUST-00631,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0483,8565.3,SAR,2026-01-05 06:00:00
L0003515,INV-2024-001730,INV,,2024-04-30,REP-018,CUST-00298,Egypt,CL-IAAS-S,2.0,86292.72,0.13,150149.33,EGP,2026-01-05 06:00:00
L0029794,INV-2025-014433,INV,,2025-12-21,REP-085,CUST-00413,Saudi Arabia,CN-SDWAN,3.0,13500.0,0.1289,35279.55,SAR,2026-01-05 06:00:00
L0029658,INV-2025-014388,INV,,2025-12-28,REP-035,CUST-00418,Saudi Arabia,MS-HELP,1.0,18000.0,0.1237,15773.4,SAR,2026-01-05 06:00:00
L0002254,INV-2024-001091,INV,,2024-03-20,REP-007,CUST-00032,Egypt,CN-SDWAN,1.0,170687.88,0.0935,154728.56,EGP,2026-01-05 06:00:00
L0024879,INV-2025-012077,INV,,2025-09-19,REP-093,CUST-00336,Egypt,DV-AP,3.0,22527.72,0.1894,54782.91,EGP,2026-01-05 06:00:00
L0000253,INV-2024-000124,INV,,2024-01-25,REP-018,CUST-00136,EGY,CN-FIB-100,1.0,74160.0,0.1153,65609.35,EGP,2026-01-05 06:00:00
L0007938,INV-2024-003861,INV,,2024-08-25,REP-003,CUST-00004,Egypt,CY-EDR,1.0,143464.8,0.0933,130079.53,EGP,2026-01-05 06:00:00
L0012088,INV-2024-005834,INV,,2024-11-29,REP-044,CUST-00669,Saudi Arabia,CL-IAAS-S,1.0,6750.0,0.0762,6235.65,SAR,2026-01-05 06:00:00
L0014207,INV-2025-006841,INV,,2025-01-29,REP-004,CUST-00048,Egypt,MS-HELP,1.0,238457.76,0.0503,226463.33,EGP,2026-01-05 06:00:00
L0022663,INV-2025-011024,INV,,2025-07-29,REP-046,CUST-00457,Saudi Arabia,DV-AP,5.0,1687.5,0.0625,7910.16,SAR,2026-01-05 06:00:00
L0024521,INV-2025-011889,INV,,2025-09-30,REP-015,CUST-00075,Egypt,CN-FIB-100,1.0,120147.84,0.1299,104540.64,EGP,2026-01-05 06:00:00
L0000552,INV-2024-000271,INV,,2024-01-31,REP-043,CUST-00516,Saudi Arabia,DV-SW48,1.0,8250.0,0.0447,7881.22,SAR,2026-01-05 06:00:00
L0003842,INV-2024-001888,INV,,2024-04-12,REP-040,CUST-00636,Saudi Arabia,CY-EDR,1.0,11250.0,0.0245,10974.38,SAR,2026-01-05 06:00:00
L0003189,INV-2024-001559,INV,,2024-03-14,REP-066,CUST-00943,Oman,CL-BKP,1.0,461.4,0.0156,454.2,OMR,2026-01-05 06:00:00
L0002834,INV-2024-001385,INV,,2024-03-27,REP-043,CUST-00693,Saudi Arabia,CN-FIB-100,2.0,9000.0,0.082,16524.0,SAR,2026-01-05 06:00:00
L0018987,INV-2025-009208,INV,,2025-04-29,REP-084,CUST-00860,Oman,PS-IMPL,2.0,307.6,0.1072,549.25,OMR,2026-01-05 06:00:00
L0009899,INV-2024-004796,INV,,2024-09-23,REP-061,CUST-00801,UAE,DV-AP,16.0,1652.62,0.1832,21597.76,AED,2026-01-05 06:00:00
L0021321,INV-2025-010360,INV,,2025-06-27,REP-043,CUST-00469,Saudi Arabia,CL-BKP,1.0,4500.0,0.0318,4356.9,SAR,2026-01-05 06:00:00
L0028519,INV-2025-013814,INV,,2025-11-27,REP-060,CUST-00805,UAE,CY-EDR,1.0,11017.5,0.2219,8572.72,AED,2026-01-05 06:00:00
L0027888,INV-2025-013539,INV,,2025-11-27,REP-031,CUST-00413,Saudi Arabia,CY-SOC,1.0,67500.0,0.0987,60837.75,SAR,2026-01-05 06:00:00
L0008125,INV-2024-003966,INV,,2024-08-20,REP-016,CUST-00254,Egypt,CY-EDR,1.0,143464.8,0.1391,123508.85,EGP,2026-01-05 06:00:00
L0001560,INV-2024-000757,INV,,2024-02-10,REP-038,CUST-00543,Saudi Arabia,CN-SDWAN,2.0,13500.0,0.0597,25388.1,SAR,2026-01-05 06:00:00
L0003087,INV-2024-001506,INV,,2024-03-09,REP-058,CUST-00806,UAE,CN-FIB-100,2.0,8814.0,0.2146,13845.03,AED,2026-01-05 06:00:00
L0026830,INV-2025-013022,INV,,2025-10-30,REP-055,CUST-00730,UAE,PS-IMPL,10.0,2938.0,0.097,26530.14,AED,2026-01-05 06:00:00
L0016683,INV-2025-008053,INV,,2025-03-08,REP-009,CUST-00029,Egypt,CN-FIB-100,1.0,117477.36,0.1229,103039.39,EGP,2026-01-05 06:00:00
L0022552,INV-2025-010959,INV,,2025-07-06,REP-039,CUST-00623,Saudi Arabia,CL-PROD,2.0,5625.0,0.0779,10373.62,SAR,2026-01-05 06:00:00
L0012531,INV-2024-006031,INV,,2024-11-26,REP-065,CUST-00917,Oman,DV-AP,2.0,173.02,0.0,346.04,OMR,2026-01-05 06:00:00
L0025782,INV-2025-012493,INV,,2025-09-21,REP-081,CUST-00850,Oman,CL-BKP,1.0,461.4,0.0524,437.22,OMR,2026-01-05 06:00:00
L0013009,INV-2024-006267,INV,,2024-12-29,REP-019,CUST-00305,Egypt,PS-IMPL,2.0,38211.12,0.04,73365.35,EGP,2026-01-05 06:00:00
L0025146,INV-2025-012182,INV,,2025-09-21,REP-042,CUST-00554,Saudi Arabia,DV-AP,3.0,1687.5,0.0597,4760.27,SAR,2026-01-05 06:00:00
L0002579,INV-2024-001262,INV,,2024-03-09,REP-024,CUST-00371,Egypt,DV-AP,1.0,21335.98,0.2015,17036.78,EGP,2026-01-05 06:00:00
L0028618,INV-2025-013856,INV,,2025-11-20,REP-086,CUST-00820,UAE,DV-RTR,4.0,4039.75,0.1889,13106.56,AED,2026-01-05 06:00:00
L0004825,INV-2024-002381,INV,,2024-05-11,REP-027,CUST-00365,Egypt,DV-SW48,2.0,105346.34,0.1842,171883.09,EGP,2026-01-05 06:00:00
L0003500,INV-2024-001720,INV,,2024-04-04,REP-016,CUST-00112,Egypt,CN-FIB-100,1.0,115056.96,0.0793,105932.94,EGP,2026-01-05 06:00:00
L0009383,INV-2024-004564,INV,,2024-09-28,REP-029,CUST-00409,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.1653,7512.3,SAR,2026-01-05 06:00:00
L0021416,INV-2025-010414,INV,,2025-06-28,REP-045,CUST-00485,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.1559,7596.9,SAR,2026-01-05 06:00:00
L0016796,INV-2025-008122,INV,,2025-03-31,REP-019,CUST-00232,Egypt,PS-IMPL,3.0,39159.12,0.0519,111380.29,EGP,2026-01-05 06:00:00
L0006891,INV-2024-003370,INV,,2024-07-30,REP-006,CUST-00053,Egypt,MS-HELP,1.0,232548.96,0.13,202317.6,EGP,2026-01-05 06:00:00
L0025282,INV-2025-012254,INV,,2025-09-27,REP-045,CUST-00482,Saudi Arabia,DV-RTR,3.0,4125.0,0.1042,11085.52,SAR,2026-01-05 06:00:00
L0024810,INV-2025-012046,INV,,2025-09-05,REP-025,CUST-00340,Egypt,DV-RTR,3.0,55067.76,0.1901,133798.14,EGP,2026-01-05 06:00:00
L0022884,INV-2025-011107,INV,,2025-07-21,REP-057,CUST-00811,UAE,CL-BKP,1.0,4407.0,0.1785,3620.35,AED,2026-01-05 06:00:00
L0004423,INV-2024-002170,INV,,2024-05-18,REP-006,CUST-00027,egypt,PS-IMPL,1.0,38307.76,0.1378,33028.95,EGP,2026-01-05 06:00:00
L0002832,INV-2024-001383,INV,,2024-03-25,REP-043,CUST-00481,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0409,8631.9,SAR,2026-01-05 06:00:00
L0000977,INV-2024-000461,INV,,2024-02-27,REP-003,CUST-00047,Egypt,PS-AUD,2.0,169950.0,0.1357,293775.57,EGP,2026-01-05 06:00:00
L0022996,INV-2025-011162,INV,,2025-07-28,REP-089,CUST-00777,UAE,PS-AUD,2.0,20198.75,0.2459,30463.75,AED,2026-01-05 06:00:00
L0029785,INV-2025-014430,INV,,2025-12-27,REP-085,CUST-00402,Saudi Arabia,CL-IAAS-L,1.0,28125.0,0.0887,25630.31,SAR,2026-01-05 06:00:00
L0021590,INV-2025-010496,INV,,2025-06-28,REP-055,CUST-00717,UAE,PS-TRN,18.0,5508.75,0.0714,92077.65,AED,2026-01-05 06:00:00
L0029197,INV-2025-014168,INV,,2025-12-14,REP-018,CUST-00278,Egypt,CL-BKP,2.0,60544.44,0.1179,106812.5,EGP,2026-01-05 06:00:00
L0007379,INV-2024-003605,INV,,2024-07-31,REP-034,CUST-00386,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.1403,7737.3,SAR,2026-01-05 06:00:00
L0009626,INV-2024-004680,INV,,2024-09-25,REP-044,CUST-00478,Saudi Arabia,CN-SDWAN,1.0,13500.0,0.0542,12768.3,SAR,2026-01-05 06:00:00
L0030987,CN-2025-00141,CN,INV-2024-005648,2025-01-22,REP-024,CUST-00370,Egypt,CN-FIB-100,-1.0,119228.88,0.2563,-88670.52,EGP,2026-01-05 06:00:00
L0014641,INV-2025-007063,INV,,2025-01-08,REP-027,CUST-00361,Egypt,CL-BKP,1.0,59614.44,0.1809,48830.19,EGP,2026-01-05 06:00:00
L0019881,INV-2025-009653,INV,,2025-05-29,REP-046,CUST-00590,Saudi Arabia,DV-SW48,2.0,8250.0,0.0931,14963.85,SAR,2026-01-05 06:00:00
L0010838,INV-2024-005253,INV,,2024-10-03,REP-046,CUST-00519,Saudi Arabia,CL-IAAS-L,1.0,28125.0,0.0325,27210.94,SAR,2026-01-05 06:00:00
L0018198,INV-2025-008820,INV,,2025-04-04,REP-028,CUST-00406,Saudi Arabia,CY-EDR,1.0,11250.0,0.0955,10175.62,SAR,2026-01-05 06:00:00
L0020441,INV-2025-009931,INV,,2025-06-29,REP-003,CUST-00016,Egypt,CY-EDR,1.0,150321.3,0.0852,137513.93,EGP,2026-01-05 06:00:00
L0006679,INV-2024-003268,INV,,2024-06-26,REP-063,CUST-00793,UAE,CN-SDWAN,3.0,13221.0,0.1442,33943.6,AED,2026-01-05 06:00:00
L0022671,INV-2025-011029,INV,,2025-07-10,REP-047,CUST-00448,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0816,8265.6,SAR,2026-01-05 06:00:00
L0029943,INV-2025-014523,INV,,10/12/2025,REP-044,CUST-00603,Saudi Arabia,CN-FIB-100,1.0,9000.0,0.0624,8438.4,SAR,2026-01-05 06:00:00
L0029358,INV-2025-014258,INV,,2025-12-27,REP-079,CUST-00144,Egypt,PS-IMPL,1.0,40362.96,0.0534,38207.58,EGP,2026-01-05 06:00:00
L0024951,INV-2025-012103,INV,,2025-09-04,REP-032,CUST-00417,Saudi Arabia,CY-EDR,1.0,11250.0,0.1104,10008.0,SAR,2026-01-05 06:00:00
L0019010,INV-2025-009217,INV,,2025-05-28,REP-003,CUST-00055,Egypt,CY-FW,2.0,299583.0,0.0785,552131.47,EGP,2026-01-05 06:00:00
L0020474,INV-2025-009944,INV,,2025-06-30,REP-005,CUST-00062,Egypt,MS-HELP,1.0,240514.08,0.1708,199434.28,EGP,2026-01-05 06:00:00
L0023375,INV-2025-011357,INV,,2025-08-03,REP-016,CUST-00230,Egypt,CN-FIB-100,1.0,119671.92,0.094,108422.76,EGP,2026-01-05 06:00:00
L0015265,INV-2025-007349,INV,,2025-01-09,REP-066,CUST-00842,Oman,MS-HELP,1.0,1845.6,0.1,1661.04,OMR,2026-01-05 06:00:00
L0020841,INV-2025-010133,INV,,2025-06-26,REP-001,CUST-00113,Egypt,CL-BKP,1.0,60128.52,0.0187,59004.12,EGP,2026-01-05 06:00:00
L0025767,INV-2025-012484,INV,,2025-09-28,REP-081,CUST-00872,Oman,CY-EDR,1.0,1153.5,0.0863,1053.95,OMR,2026-01-05 06:00:00
L0011413,INV-2024-005503,INV,,2024-11-29,REP-007,CUST-00002,Egypt,CL-BKP,1.0,57975.84,0.107,51772.43,EGP,2026-01-05 06:00:00
L0012217,INV-2024-005906,INV,,2024-11-29,REP-050,CUST-00710,UAE,CY-EDR,5.0,11017.5,0.1528,46670.13,AED,2026-01-05 06:00:00
L0011713,INV-2024-005659,INV,,2024-11-04,REP-025,CUST-00373,Egypt,CL-BKP,2.0,57975.84,0.1992,92854.11,EGP,2026-01-05 06:00:00
L0018866,INV-2025-009137,INV,,2025-04-09,REP-065,CUST-00945,Oman,CY-EDR,1.0,1153.5,0.0,1153.5,OMR,2026-01-05 06:00:00
L0020046,INV-2025-009726,INV,,2025-05-22,REP-056,CUST-00727,UAE,MS-HELP,2.0,17628.0,0.1033,31614.06,AED,2026-01-05 06:00:00
L0014393,INV-2025-006921,INV,,2025-01-27,REP-015,CUST-00214,Egypt,CL-BKP,1.0,59614.44,0.0965,53861.65,EGP,2026-01-05 06:00:00
L0006791,INV-2024-003333,INV,,2024-06-04,REP-068,CUST-00917,Oman,DV-SW48,1.0,845.9,0.0941,766.3,OMR,2026-01-05 06:00:00
L0028921,INV-2025-014026,INV,,2025-12-12,REP-002,CUST-00015,Egypt,CN-SDWAN,2.0,181633.32,0.1478,309575.83,EGP,2026-01-05 06:00:00
L0022310,INV-2025-010850,INV,,2025-07-27,REP-079,CUST-00194,Egypt,DV-AP,1.0,22286.7,0.0611,20924.98,EGP,2026-01-05 06:00:00
L0029957,INV-2025-014530,INV,,2025-12-20,REP-045,CUST-00533,Saudi Arabia,MS-COLO,1.0,36000.0,0.0781,33188.4,SAR,2026-01-05 06:00:00
L0010208,INV-2024-004941,INV,,2024-10-07,REP-006,CUST-00019,Egypt,CN-FIB-100,1.0,116791.2,0.1344,101094.46,EGP,2026-01-05 06:00:00
L0023104,INV-2025-011224,INV,,2025-07-01,REP-081,CUST-00916,Oman,CL-BKP,1.0,461.4,0.0518,437.5,OMR,2026-01-05 06:00:00
L0025648,INV-2025-012413,INV,,2025-09-26,REP-065,CUST-00829,Oman,CN-FIB-100,1.0,922.8,0.0032,919.85,OMR,2026-01-05 06:00:00
L0026894,INV-2025-013044,INV,,2025-10-13,REP-072,CUST-00722,UAE,CY-EDR,2.0,11017.5,0.0899,20054.05,AED,2026-01-05 06:00:00
L0025609,INV-2025-012398,INV,,2025-09-17,REP-089,CUST-00795,UAE,CL-PROD,6.0,5508.75,0.2256,25595.86,AED,2026-01-05 06:00:00
L0011702,INV-2024-005654,INV,,2024-11-27,REP-025,CUST-00360,Egypt,DV-AP,1.0,21740.94,0.2245,16860.1,EGP,2026-01-05 06:00:00
L0023854,INV-2025-011602,INV,,2025-08-25,REP-047,CUST-00613,Saudi Arabia,PS-TRN,5.0,5625.0,0.0,28125.0,SAR,2026-01-05 06:00:00
L0018118,INV-2025-008785,INV,,2025-04-30,REP-024,CUST-00353,Egypt,CL-BKP,2.0,58959.6,0.2124,92873.16,EGP,2026-01-05 06:00:00
L0030323,INV-2025-014687,INV,,2025-12-28,REP-057,CUST-00812,UAE,CY-EDR,1.0,11017.5,0.1839,8991.38,AED,2026-01-05 06:00:00
L0009553,INV-2024-004638,INV,,2024-09-27,REP-040,CUST-00617,Saudi Arabia,CL-BKP,1.0,4500.0,0.0,4500.0,SAR,2026-01-05 06:00:00
L0001873,INV-2024-000918,INV,,2024-02-20,REP-055,CUST-00752,UAE,PS-IMPL,2.0,2938.0,0.0915,5338.35,AED,2026-01-05 06:00:00
